President,Start Date,End Date,Approving,Disapproving,Unsure/NoData
Barack Obama,16/01/2017,19/01/2017,59,37,4
Barack Obama,09/01/2017,15/01/2017,57,39,4
Barack Obama,02/01/2017,08/01/2017,55,42,3
Barack Obama,26/12/2016,01/01/2017,55,40,5
Barack Obama,19/12/2016,25/12/2016,56,40,4
Barack Obama,12/12/2016,18/12/2016,56,40,4
Barack Obama,05/12/2016,11/12/2016,57,40,3
Barack Obama,28/11/2016,04/12/2016,54,43,3
Barack Obama,21/11/2016,27/11/2016,56,40,4
Barack Obama,14/11/2016,20/11/2016,56,41,3
Barack Obama,07/11/2016,13/11/2016,57,41,2
Barack Obama,31/10/2016,06/11/2016,53,45,2
Barack Obama,24/10/2016,30/10/2016,54,44,2
Barack Obama,17/10/2016,23/10/2016,55,42,3
Barack Obama,10/10/2016,16/10/2016,54,43,3
Barack Obama,03/10/2016,09/10/2016,52,45,3
Barack Obama,26/09/2016,02/10/2016,53,44,3
Barack Obama,19/09/2016,25/09/2016,53,43,4
Barack Obama,12/09/2016,18/09/2016,52,44,4
Barack Obama,05/09/2016,11/09/2016,51,45,4
Barack Obama,29/08/2016,04/09/2016,52,44,4
Barack Obama,22/08/2016,28/08/2016,51,45,4
Barack Obama,15/08/2016,21/08/2016,51,44,5
Barack Obama,08/08/2016,14/08/2016,52,44,4
Barack Obama,01/08/2016,07/08/2016,52,45,3
Barack Obama,25/07/2016,31/07/2016,53,44,3
Barack Obama,18/07/2016,24/07/2016,49,47,4
Barack Obama,11/07/2016,17/07/2016,49,46,5
Barack Obama,04/07/2016,10/07/2016,51,45,4
Barack Obama,27/06/2016,03/07/2016,51,45,4
Barack Obama,20/06/2016,26/06/2016,50,46,4
Barack Obama,13/06/2016,19/06/2016,53,44,3
Barack Obama,06/06/2016,12/06/2016,53,43,4
Barack Obama,30/05/2016,05/06/2016,51,44,5
Barack Obama,23/05/2016,29/05/2016,52,44,4
Barack Obama,16/05/2016,22/05/2016,51,45,4
Barack Obama,09/05/2016,15/05/2016,51,45,4
Barack Obama,02/05/2016,08/05/2016,52,44,4
Barack Obama,25/04/2016,01/05/2016,51,46,3
Barack Obama,18/04/2016,24/04/2016,51,45,4
Barack Obama,11/04/2016,17/04/2016,48,47,5
Barack Obama,04/04/2016,10/04/2016,51,45,4
Barack Obama,28/03/2016,03/04/2016,51,45,4
Barack Obama,21/03/2016,27/03/2016,53,44,3
Barack Obama,14/03/2016,20/03/2016,50,46,4
Barack Obama,07/03/2016,13/03/2016,51,45,4
Barack Obama,29/02/2016,06/03/2016,50,46,4
Barack Obama,22/02/2016,28/02/2016,48,47,5
Barack Obama,15/02/2016,21/02/2016,48,48,4
Barack Obama,08/02/2016,14/02/2016,48,48,4
Barack Obama,01/02/2016,07/02/2016,47,50,3
Barack Obama,25/01/2016,31/01/2016,48,48,4
Barack Obama,18/01/2016,24/01/2016,48,47,5
Barack Obama,11/01/2016,17/01/2016,48,47,5
Barack Obama,04/01/2016,10/01/2016,47,49,4
Barack Obama,28/12/2015,03/01/2016,45,52,3
Barack Obama,21/12/2015,27/12/2015,48,49,3
Barack Obama,14/12/2015,20/12/2015,45,51,4
Barack Obama,07/12/2015,13/12/2015,45,50,5
Barack Obama,30/11/2015,06/12/2015,47,49,4
Barack Obama,23/11/2015,29/11/2015,46,49,5
Barack Obama,16/11/2015,22/11/2015,44,52,4
Barack Obama,09/11/2015,15/11/2015,49,47,4
Barack Obama,02/11/2015,08/11/2015,49,48,3
Barack Obama,26/10/2015,01/11/2015,47,49,4
Barack Obama,19/10/2015,25/10/2015,46,50,4
Barack Obama,12/10/2015,18/10/2015,46,50,4
Barack Obama,05/10/2015,11/10/2015,46,50,4
Barack Obama,28/09/2015,04/10/2015,47,49,4
Barack Obama,21/09/2015,27/09/2015,48,49,3
Barack Obama,14/09/2015,20/09/2015,46,51,3
Barack Obama,07/09/2015,13/09/2015,46,49,5
Barack Obama,31/08/2015,06/09/2015,46,50,4
Barack Obama,24/08/2015,30/08/2015,46,50,4
Barack Obama,17/08/2015,23/08/2015,44,51,5
Barack Obama,10/08/2015,16/08/2015,46,49,5
Barack Obama,03/08/2015,09/08/2015,46,50,4
Barack Obama,27/07/2015,02/08/2015,46,49,5
Barack Obama,20/07/2015,26/07/2015,46,50,4
Barack Obama,13/07/2015,19/07/2015,46,48,6
Barack Obama,06/07/2015,12/07/2015,46,49,5
Barack Obama,29/06/2015,05/07/2015,46,49,5
Barack Obama,22/06/2015,28/06/2015,47,49,4
Barack Obama,15/06/2015,21/06/2015,45,50,5
Barack Obama,08/06/2015,14/06/2015,45,49,6
Barack Obama,01/06/2015,07/06/2015,46,49,5
Barack Obama,25/05/2015,31/05/2015,47,49,4
Barack Obama,18/05/2015,24/05/2015,46,49,5
Barack Obama,11/05/2015,17/05/2015,47,49,4
Barack Obama,04/05/2015,10/05/2015,47,48,5
Barack Obama,27/04/2015,03/05/2015,48,48,4
Barack Obama,20/04/2015,26/04/2015,45,49,6
Barack Obama,13/04/2015,19/04/2015,46,50,4
Barack Obama,06/04/2015,12/04/2015,48,48,4
Barack Obama,30/03/2015,05/04/2015,47,48,5
Barack Obama,23/03/2015,29/03/2015,46,49,5
Barack Obama,16/03/2015,22/03/2015,45,50,5
Barack Obama,09/03/2015,15/03/2015,47,48,5
Barack Obama,02/03/2015,08/03/2015,46,49,5
Barack Obama,23/02/2015,01/03/2015,45,50,5
Barack Obama,16/02/2015,22/02/2015,46,49,5
Barack Obama,09/02/2015,15/02/2015,47,48,5
Barack Obama,02/02/2015,08/02/2015,46,49,5
Barack Obama,26/01/2015,01/02/2015,47,48,5
Barack Obama,19/01/2015,25/01/2015,49,47,4
Barack Obama,12/01/2015,18/01/2015,46,49,5
Barack Obama,05/01/2015,11/01/2015,46,48,6
Barack Obama,29/12/2014,04/01/2015,46,48,6
Barack Obama,22/12/2014,28/12/2014,44,50,6
Barack Obama,15/12/2014,21/12/2014,45,51,4
Barack Obama,08/12/2014,14/12/2014,43,52,5
Barack Obama,01/12/2014,07/12/2014,43,52,5
Barack Obama,24/11/2014,30/11/2014,43,52,5
Barack Obama,17/11/2014,23/11/2014,42,53,5
Barack Obama,10/11/2014,16/11/2014,42,52,6
Barack Obama,03/11/2014,09/11/2014,40,54,6
Barack Obama,27/10/2014,02/11/2014,42,53,5
Barack Obama,20/10/2014,26/10/2014,42,53,5
Barack Obama,13/10/2014,19/10/2014,41,54,5
Barack Obama,06/10/2014,12/10/2014,41,55,4
Barack Obama,29/09/2014,05/10/2014,43,53,4
Barack Obama,22/09/2014,28/09/2014,42,52,6
Barack Obama,15/09/2014,21/09/2014,43,52,5
Barack Obama,08/09/2014,14/09/2014,41,54,5
Barack Obama,01/09/2014,07/09/2014,40,53,7
Barack Obama,25/08/2014,31/08/2014,41,53,6
Barack Obama,18/08/2014,24/08/2014,43,51,6
Barack Obama,11/08/2014,17/08/2014,41,53,6
Barack Obama,04/08/2014,10/08/2014,42,53,5
Barack Obama,28/07/2014,03/08/2014,42,54,4
Barack Obama,21/07/2014,27/07/2014,41,53,6
Barack Obama,14/07/2014,20/07/2014,43,51,6
Barack Obama,07/07/2014,13/07/2014,42,53,5
Barack Obama,30/06/2014,06/07/2014,43,52,5
Barack Obama,23/06/2014,29/06/2014,42,52,6
Barack Obama,16/06/2014,22/06/2014,41,55,4
Barack Obama,09/06/2014,15/06/2014,42,52,6
Barack Obama,02/06/2014,08/06/2014,44,50,6
Barack Obama,26/05/2014,01/06/2014,44,51,5
Barack Obama,19/05/2014,25/05/2014,43,52,5
Barack Obama,12/05/2014,18/05/2014,44,51,5
Barack Obama,05/05/2014,11/05/2014,45,50,5
Barack Obama,28/04/2014,04/05/2014,44,50,6
Barack Obama,21/04/2014,27/04/2014,44,50,6
Barack Obama,14/04/2014,20/04/2014,44,50,6
Barack Obama,07/04/2014,13/04/2014,43,51,6
Barack Obama,31/03/2014,06/04/2014,44,51,5
Barack Obama,24/03/2014,30/03/2014,43,52,5
Barack Obama,17/03/2014,23/03/2014,44,51,5
Barack Obama,10/03/2014,16/03/2014,40,54,6
Barack Obama,03/03/2014,09/03/2014,43,53,4
Barack Obama,24/02/2014,02/03/2014,42,54,4
Barack Obama,17/02/2014,23/02/2014,45,51,4
Barack Obama,10/02/2014,16/02/2014,40,53,7
Barack Obama,03/02/2014,09/02/2014,41,51,8
Barack Obama,27/01/2014,02/02/2014,42,50,8
Barack Obama,20/01/2014,26/01/2014,42,50,8
Barack Obama,13/01/2014,19/01/2014,40,52,8
Barack Obama,06/01/2014,12/01/2014,41,51,8
Barack Obama,02/01/2014,05/01/2014,41,53,6
Barack Obama,23/12/2013,29/12/2013,43,51,6
Barack Obama,16/12/2013,22/12/2013,40,52,8
Barack Obama,09/12/2013,15/12/2013,42,50,8
Barack Obama,02/12/2013,08/12/2013,41,51,8
Barack Obama,25/11/2013,01/12/2013,42,52,6
Barack Obama,18/11/2013,24/11/2013,40,53,7
Barack Obama,11/11/2013,17/11/2013,41,52,7
Barack Obama,04/11/2013,10/11/2013,41,52,7
Barack Obama,28/10/2013,03/11/2013,41,52,7
Barack Obama,21/10/2013,27/10/2013,43,50,7
Barack Obama,14/10/2013,20/10/2013,43,51,6
Barack Obama,07/10/2013,13/10/2013,42,52,6
Barack Obama,30/09/2013,06/10/2013,44,50,6
Barack Obama,23/09/2013,29/09/2013,45,48,7
Barack Obama,16/09/2013,22/09/2013,44,47,9
Barack Obama,09/09/2013,15/09/2013,45,46,9
Barack Obama,02/09/2013,08/09/2013,44,48,8
Barack Obama,26/08/2013,01/09/2013,44,48,8
Barack Obama,19/08/2013,25/08/2013,46,46,8
Barack Obama,12/08/2013,18/08/2013,46,45,9
Barack Obama,05/08/2013,11/08/2013,44,48,8
Barack Obama,29/07/2013,04/08/2013,45,48,7
Barack Obama,22/07/2013,28/07/2013,46,47,7
Barack Obama,15/07/2013,21/07/2013,47,46,7
Barack Obama,08/07/2013,14/07/2013,46,47,7
Barack Obama,01/07/2013,07/07/2013,46,46,8
Barack Obama,24/06/2013,30/06/2013,47,45,8
Barack Obama,17/06/2013,23/06/2013,46,46,8
Barack Obama,10/06/2013,16/06/2013,47,46,7
Barack Obama,03/06/2013,09/06/2013,48,45,7
Barack Obama,27/05/2013,02/06/2013,48,44,8
Barack Obama,20/05/2013,26/05/2013,49,44,7
Barack Obama,13/05/2013,19/05/2013,49,44,7
Barack Obama,06/05/2013,12/05/2013,49,44,7
Barack Obama,29/04/2013,05/05/2013,50,44,6
Barack Obama,22/04/2013,28/04/2013,51,42,7
Barack Obama,15/04/2013,21/04/2013,50,43,7
Barack Obama,08/04/2013,14/04/2013,49,45,6
Barack Obama,01/04/2013,07/04/2013,48,45,7
Barack Obama,25/03/2013,30/03/2013,48,45,7
Barack Obama,18/03/2013,24/03/2013,47,45,8
Barack Obama,11/03/2013,17/03/2013,48,46,6
Barack Obama,04/03/2013,10/03/2013,49,44,7
Barack Obama,25/02/2013,03/03/2013,49,44,7
Barack Obama,18/02/2013,24/02/2013,51,42,7
Barack Obama,11/02/2013,17/02/2013,51,43,6
Barack Obama,04/02/2013,10/02/2013,52,42,6
Barack Obama,28/01/2013,03/02/2013,53,42,5
Barack Obama,21/01/2013,27/01/2013,52,43,5
Barack Obama,14/01/2013,20/01/2013,50,43,7
Barack Obama,07/01/2013,13/01/2013,54,41,5
Barack Obama,31/12/2012,06/01/2013,53,40,7
Barack Obama,24/12/2012,30/12/2012,53,41,6
Barack Obama,17/12/2012,23/12/2012,57,37,6
Barack Obama,10/12/2012,16/12/2012,52,40,8
Barack Obama,03/12/2012,09/12/2012,50,44,6
Barack Obama,26/11/2012,02/12/2012,51,42,7
Barack Obama,19/11/2012,25/11/2012,52,40,8
Barack Obama,12/11/2012,18/11/2012,53,41,6
Barack Obama,05/11/2012,11/11/2012,51,43,6
Barack Obama,29/10/2012,04/11/2012,52,45,3
Barack Obama,22/10/2012,28/10/2012,50,45,5
Barack Obama,15/10/2012,21/10/2012,50,45,5
Barack Obama,08/10/2012,14/10/2012,50,45,5
Barack Obama,01/10/2012,07/10/2012,52,43,5
Barack Obama,24/09/2012,30/09/2012,48,45,7
Barack Obama,17/09/2012,23/09/2012,49,45,6
Barack Obama,10/09/2012,16/09/2012,50,44,6
Barack Obama,03/09/2012,09/09/2012,50,44,6
Barack Obama,27/08/2012,02/09/2012,44,47,9
Barack Obama,20/08/2012,26/08/2012,46,47,7
Barack Obama,13/08/2012,19/08/2012,45,49,6
Barack Obama,06/08/2012,12/08/2012,45,49,6
Barack Obama,30/07/2012,05/08/2012,45,48,7
Barack Obama,23/07/2012,29/07/2012,47,47,6
Barack Obama,16/07/2012,22/07/2012,45,48,7
Barack Obama,09/07/2012,15/07/2012,46,47,7
Barack Obama,02/07/2012,08/07/2012,45,46,9
Barack Obama,25/06/2012,01/07/2012,47,46,7
Barack Obama,18/06/2012,24/06/2012,46,48,6
Barack Obama,11/06/2012,17/06/2012,46,48,6
Barack Obama,04/06/2012,10/06/2012,47,46,7
Barack Obama,28/05/2012,03/06/2012,46,46,8
Barack Obama,21/05/2012,27/05/2012,48,46,6
Barack Obama,14/05/2012,20/05/2012,47,46,7
Barack Obama,07/05/2012,13/05/2012,47,47,6
Barack Obama,30/04/2012,06/05/2012,48,46,6
Barack Obama,23/04/2012,29/04/2012,48,46,6
Barack Obama,16/04/2012,22/04/2012,48,46,6
Barack Obama,09/04/2012,15/04/2012,47,46,7
Barack Obama,02/04/2012,08/04/2012,47,46,7
Barack Obama,26/03/2012,01/04/2012,46,45,9
Barack Obama,19/03/2012,25/03/2012,46,45,9
Barack Obama,12/03/2012,18/03/2012,46,47,7
Barack Obama,05/03/2012,11/03/2012,48,44,8
Barack Obama,27/02/2012,04/03/2012,45,48,7
Barack Obama,20/02/2012,26/02/2012,45,47,8
Barack Obama,13/02/2012,19/02/2012,45,47,8
Barack Obama,06/02/2012,12/02/2012,47,47,6
Barack Obama,30/01/2012,05/02/2012,46,47,7
Barack Obama,23/01/2012,29/01/2012,45,48,7
Barack Obama,16/01/2012,22/01/2012,45,46,9
Barack Obama,09/01/2012,15/01/2012,45,47,8
Barack Obama,02/01/2012,08/01/2012,46,47,7
Barack Obama,26/12/2011,01/01/2012,42,49,9
Barack Obama,19/12/2011,25/12/2011,45,47,8
Barack Obama,12/12/2011,18/12/2011,42,50,8
Barack Obama,05/12/2011,11/12/2011,43,50,7
Barack Obama,28/11/2011,04/12/2011,42,50,8
Barack Obama,21/11/2011,27/11/2011,43,49,8
Barack Obama,14/11/2011,20/11/2011,43,49,8
Barack Obama,07/11/2011,13/11/2011,43,48,9
Barack Obama,31/10/2011,06/11/2011,43,50,7
Barack Obama,24/10/2011,30/10/2011,43,49,8
Barack Obama,17/10/2011,23/10/2011,41,51,8
Barack Obama,10/10/2011,16/10/2011,41,52,7
Barack Obama,03/10/2011,09/10/2011,40,53,7
Barack Obama,26/09/2011,02/10/2011,41,50,9
Barack Obama,19/09/2011,25/09/2011,41,51,8
Barack Obama,12/09/2011,18/09/2011,40,52,8
Barack Obama,05/09/2011,11/09/2011,43,49,8
Barack Obama,29/08/2011,04/09/2011,42,51,7
Barack Obama,22/08/2011,28/08/2011,40,53,7
Barack Obama,15/08/2011,21/08/2011,40,53,7
Barack Obama,08/08/2011,14/08/2011,40,52,8
Barack Obama,01/08/2011,07/08/2011,42,50,8
Barack Obama,25/07/2011,31/07/2011,42,49,9
Barack Obama,18/07/2011,24/07/2011,43,48,9
Barack Obama,11/07/2011,17/07/2011,44,48,8
Barack Obama,04/07/2011,10/07/2011,46,45,9
Barack Obama,27/06/2011,03/07/2011,46,47,7
Barack Obama,20/06/2011,26/06/2011,43,49,8
Barack Obama,13/06/2011,19/06/2011,47,45,8
Barack Obama,06/06/2011,12/06/2011,46,44,10
Barack Obama,30/05/2011,05/06/2011,50,42,8
Barack Obama,23/05/2011,29/05/2011,49,43,8
Barack Obama,16/05/2011,22/05/2011,50,43,7
Barack Obama,09/05/2011,15/05/2011,49,43,8
Barack Obama,02/05/2011,08/05/2011,51,40,9
Barack Obama,25/04/2011,01/05/2011,44,47,9
Barack Obama,18/04/2011,24/04/2011,43,48,9
Barack Obama,11/04/2011,17/04/2011,43,48,9
Barack Obama,04/04/2011,10/04/2011,45,46,9
Barack Obama,28/03/2011,03/04/2011,48,44,8
Barack Obama,21/03/2011,27/03/2011,45,47,8
Barack Obama,14/03/2011,20/03/2011,48,44,8
Barack Obama,07/03/2011,13/03/2011,47,45,8
Barack Obama,28/02/2011,06/03/2011,46,46,8
Barack Obama,21/02/2011,27/02/2011,48,44,8
Barack Obama,14/02/2011,20/02/2011,48,43,9
Barack Obama,07/02/2011,13/02/2011,48,43,9
Barack Obama,31/01/2011,06/02/2011,47,45,8
Barack Obama,24/01/2011,30/01/2011,50,42,8
Barack Obama,17/01/2011,23/01/2011,50,42,8
Barack Obama,10/01/2011,16/01/2011,49,42,9
Barack Obama,03/01/2011,09/01/2011,48,45,7
Barack Obama,27/12/2010,02/01/2011,48,44,8
Barack Obama,20/12/2010,26/12/2010,47,46,7
Barack Obama,13/12/2010,19/12/2010,46,46,8
Barack Obama,06/12/2010,12/12/2010,45,48,7
Barack Obama,29/11/2010,05/12/2010,46,46,8
Barack Obama,22/11/2010,28/11/2010,45,47,8
Barack Obama,15/11/2010,21/11/2010,46,46,8
Barack Obama,08/11/2010,14/11/2010,44,48,8
Barack Obama,01/11/2010,07/11/2010,45,47,8
Barack Obama,25/10/2010,31/10/2010,45,48,7
Barack Obama,18/10/2010,24/10/2010,44,48,8
Barack Obama,11/10/2010,17/10/2010,45,47,8
Barack Obama,04/10/2010,10/10/2010,46,48,6
Barack Obama,27/09/2010,03/10/2010,46,47,7
Barack Obama,20/09/2010,26/09/2010,44,48,8
Barack Obama,13/09/2010,19/09/2010,46,47,7
Barack Obama,06/09/2010,12/09/2010,46,46,8
Barack Obama,30/08/2010,05/09/2010,45,47,8
Barack Obama,23/08/2010,29/08/2010,43,49,8
Barack Obama,16/08/2010,22/08/2010,43,50,7
Barack Obama,09/08/2010,15/08/2010,44,48,8
Barack Obama,02/08/2010,08/08/2010,45,48,7
Barack Obama,26/07/2010,01/08/2010,45,47,8
Barack Obama,19/07/2010,25/07/2010,45,47,8
Barack Obama,12/07/2010,18/07/2010,46,46,8
Barack Obama,05/07/2010,11/07/2010,46,47,7
Barack Obama,28/06/2010,04/07/2010,46,45,9
Barack Obama,21/06/2010,27/06/2010,45,46,9
Barack Obama,14/06/2010,20/06/2010,47,45,8
Barack Obama,07/06/2010,13/06/2010,46,46,8
Barack Obama,31/05/2010,06/06/2010,47,45,8
Barack Obama,24/05/2010,30/05/2010,46,46,8
Barack Obama,17/05/2010,23/05/2010,48,45,7
Barack Obama,10/05/2010,16/05/2010,49,43,8
Barack Obama,03/05/2010,09/05/2010,50,43,7
Barack Obama,26/04/2010,02/05/2010,48,45,7
Barack Obama,19/04/2010,25/04/2010,50,43,7
Barack Obama,12/04/2010,18/04/2010,48,45,7
Barack Obama,05/04/2010,11/04/2010,47,46,7
Barack Obama,29/03/2010,04/04/2010,49,44,7
Barack Obama,22/03/2010,28/03/2010,49,44,7
Barack Obama,15/03/2010,21/03/2010,48,45,7
Barack Obama,08/03/2010,14/03/2010,48,45,7
Barack Obama,01/03/2010,07/03/2010,49,44,7
Barack Obama,22/02/2010,28/02/2010,50,43,7
Barack Obama,15/02/2010,21/02/2010,49,43,8
Barack Obama,08/02/2010,14/02/2010,51,42,7
Barack Obama,01/02/2010,07/02/2010,50,43,7
Barack Obama,25/01/2010,31/01/2010,48,45,7
Barack Obama,18/01/2010,24/01/2010,49,46,5
Barack Obama,11/01/2010,17/01/2010,50,43,7
Barack Obama,04/01/2010,10/01/2010,51,43,6
Barack Obama,28/12/2009,03/01/2010,51,43,6
Barack Obama,21/12/2009,27/12/2009,51,43,6
Barack Obama,14/12/2009,20/12/2009,50,43,7
Barack Obama,07/12/2009,13/12/2009,49,42,9
Barack Obama,30/11/2009,06/12/2009,50,44,6
Barack Obama,23/11/2009,29/11/2009,50,42,8
Barack Obama,16/11/2009,22/11/2009,49,44,7
Barack Obama,09/11/2009,15/11/2009,53,39,8
Barack Obama,02/11/2009,08/11/2009,52,42,6
Barack Obama,26/10/2009,01/11/2009,53,41,6
Barack Obama,19/10/2009,25/10/2009,53,39,8
Barack Obama,12/10/2009,18/10/2009,52,41,7
Barack Obama,05/10/2009,11/10/2009,54,38,8
Barack Obama,28/09/2009,04/10/2009,52,40,8
Barack Obama,21/09/2009,27/09/2009,51,41,8
Barack Obama,14/09/2009,20/09/2009,52,41,7
Barack Obama,07/09/2009,13/09/2009,52,41,7
Barack Obama,31/08/2009,06/09/2009,53,40,7
Barack Obama,24/08/2009,30/08/2009,50,43,7
Barack Obama,17/08/2009,23/08/2009,52,41,7
Barack Obama,10/08/2009,16/08/2009,54,40,6
Barack Obama,03/08/2009,09/08/2009,56,37,7
Barack Obama,27/07/2009,02/08/2009,54,39,7
Barack Obama,20/07/2009,26/07/2009,56,38,6
Barack Obama,13/07/2009,19/07/2009,59,33,8
Barack Obama,06/07/2009,12/07/2009,58,34,8
Barack Obama,29/06/2009,05/07/2009,60,32,8
Barack Obama,22/06/2009,28/06/2009,60,33,7
Barack Obama,15/06/2009,21/06/2009,59,34,7
Barack Obama,08/06/2009,14/06/2009,61,31,8
Barack Obama,01/06/2009,07/06/2009,62,31,7
Barack Obama,25/05/2009,31/05/2009,63,30,7
Barack Obama,18/05/2009,24/05/2009,64,28,8
Barack Obama,11/05/2009,17/05/2009,64,29,7
Barack Obama,04/05/2009,10/05/2009,66,27,7
Barack Obama,27/04/2009,03/05/2009,65,29,6
Barack Obama,20/04/2009,26/04/2009,65,29,6
Barack Obama,13/04/2009,19/04/2009,62,29,9
Barack Obama,06/04/2009,12/04/2009,61,28,11
Barack Obama,30/03/2009,05/04/2009,62,28,10
Barack Obama,23/03/2009,29/03/2009,61,29,10
Barack Obama,16/03/2009,22/03/2009,63,26,11
Barack Obama,09/03/2009,15/03/2009,62,28,10
Barack Obama,02/03/2009,08/03/2009,62,27,11
Barack Obama,23/02/2009,01/03/2009,64,23,13
Barack Obama,16/02/2009,22/02/2009,62,25,13
Barack Obama,09/02/2009,15/02/2009,64,22,14
Barack Obama,02/02/2009,08/02/2009,65,21,14
Barack Obama,26/01/2009,01/02/2009,66,18,16
Barack Obama,19/01/2009,25/01/2009,67,13,20
Ronald Reagan,27/12/1988,29/12/1988,63,29,8
Ronald Reagan,11/11/1988,14/11/1988,57,35,8
Ronald Reagan,21/10/1988,24/10/1988,51,38,11
Ronald Reagan,25/09/1988,01/10/1988,54,37,9
Ronald Reagan,19/08/1988,22/08/1988,53,37,10
Ronald Reagan,15/07/1988,18/07/1988,54,36,10
Ronald Reagan,01/07/1988,07/07/1988,51,35,14
Ronald Reagan,24/06/1988,27/06/1988,48,40,12
Ronald Reagan,10/06/1988,13/06/1988,51,39,10
Ronald Reagan,13/05/1988,22/05/1988,48,43,9
Ronald Reagan,02/05/1988,08/05/1988,50,38,12
Ronald Reagan,08/04/1988,11/04/1988,50,39,11
Ronald Reagan,08/03/1988,12/03/1988,51,37,12
Ronald Reagan,04/03/1988,06/03/1988,50,42,8
Ronald Reagan,22/01/1988,25/01/1988,49,40,11
Ronald Reagan,04/12/1987,07/12/1987,49,41,10
Ronald Reagan,23/10/1987,26/10/1987,51,41,8
Ronald Reagan,24/08/1987,02/09/1987,49,42,9
Ronald Reagan,07/08/1987,10/08/1987,45,41,14
Ronald Reagan,10/07/1987,13/07/1987,49,43,8
Ronald Reagan,08/06/1987,14/06/1987,53,40,7
Ronald Reagan,05/06/1987,08/06/1987,47,44,9
Ronald Reagan,10/04/1987,13/04/1987,48,43,9
Ronald Reagan,14/03/1987,18/03/1987,47,44,9
Ronald Reagan,06/03/1987,09/03/1987,43,46,11
Ronald Reagan,16/01/1987,19/01/1987,48,43,9
Ronald Reagan,05/12/1986,08/12/1986,48,43,9
Ronald Reagan,04/12/1986,05/12/1986,47,44,9
Ronald Reagan,24/10/1986,27/10/1986,63,29,8
Ronald Reagan,13/09/1986,17/09/1986,63,26,11
Ronald Reagan,12/09/1986,15/09/1986,61,25,14
Ronald Reagan,08/08/1986,11/08/1986,61,27,12
Ronald Reagan,11/07/1986,14/07/1986,63,28,9
Ronald Reagan,09/06/1986,16/06/1986,64,26,10
Ronald Reagan,06/06/1986,09/06/1986,61,29,10
Ronald Reagan,16/05/1986,19/05/1986,68,23,9
Ronald Reagan,11/04/1986,14/04/1986,62,29,9
Ronald Reagan,04/03/1986,10/03/1986,63,26,11
Ronald Reagan,10/01/1986,13/01/1986,64,27,9
Ronald Reagan,06/12/1985,09/12/1985,63,29,8
Ronald Reagan,11/11/1985,18/11/1985,65,24,11
Ronald Reagan,01/11/1985,04/11/1985,62,28,10
Ronald Reagan,11/10/1985,14/10/1985,63,29,8
Ronald Reagan,13/09/1985,16/09/1985,60,30,10
Ronald Reagan,16/08/1985,19/08/1985,57,32,11
Ronald Reagan,13/08/1985,15/08/1985,65,26,9
Ronald Reagan,12/07/1985,15/07/1985,63,28,9
Ronald Reagan,07/06/1985,10/06/1985,58,32,10
Ronald Reagan,17/05/1985,20/05/1985,55,37,8
Ronald Reagan,12/04/1985,15/04/1985,52,37,11
Ronald Reagan,08/03/1985,11/03/1985,56,37,7
Ronald Reagan,15/02/1985,18/02/1985,60,31,9
Ronald Reagan,25/01/1985,28/01/1985,64,28,8
Ronald Reagan,11/01/1985,14/01/1985,62,29,9
Ronald Reagan,07/12/1984,10/12/1984,59,32,9
Ronald Reagan,30/11/1984,03/12/1984,62,30,8
Ronald Reagan,09/11/1984,12/11/1984,61,31,8
Ronald Reagan,26/10/1984,29/10/1984,58,33,9
Ronald Reagan,28/09/1984,01/10/1984,54,35,11
Ronald Reagan,21/09/1984,24/09/1984,57,36,7
Ronald Reagan,07/09/1984,10/09/1984,57,36,7
Ronald Reagan,10/08/1984,13/08/1984,54,38,8
Ronald Reagan,27/07/1984,30/07/1984,52,37,11
Ronald Reagan,13/07/1984,16/07/1984,55,35,10
Ronald Reagan,06/07/1984,09/07/1984,54,35,11
Ronald Reagan,29/06/1984,02/07/1984,53,37,10
Ronald Reagan,22/06/1984,25/06/1984,54,36,10
Ronald Reagan,06/06/1984,08/06/1984,55,33,12
Ronald Reagan,18/05/1984,21/05/1984,54,38,8
Ronald Reagan,03/05/1984,05/05/1984,52,37,11
Ronald Reagan,06/04/1984,09/04/1984,54,36,10
Ronald Reagan,16/03/1984,19/03/1984,54,39,7
Ronald Reagan,10/02/1984,13/02/1984,55,36,9
Ronald Reagan,27/01/1984,30/01/1984,55,37,8
Ronald Reagan,13/01/1984,16/01/1984,52,38,10
Ronald Reagan,09/12/1983,12/12/1983,54,38,8
Ronald Reagan,18/11/1983,21/11/1983,53,37,10
Ronald Reagan,21/10/1983,24/10/1983,49,41,10
Ronald Reagan,07/10/1983,10/10/1983,45,44,11
Ronald Reagan,16/09/1983,19/09/1983,47,43,10
Ronald Reagan,09/09/1983,12/09/1983,47,42,11
Ronald Reagan,19/08/1983,22/08/1983,43,46,11
Ronald Reagan,12/08/1983,15/08/1983,43,45,12
Ronald Reagan,05/08/1983,08/08/1983,44,46,10
Ronald Reagan,29/07/1983,01/08/1983,44,42,14
Ronald Reagan,22/07/1983,25/07/1983,42,47,11
Ronald Reagan,24/06/1983,27/06/1983,47,44,9
Ronald Reagan,10/06/1983,13/06/1983,43,45,12
Ronald Reagan,20/05/1983,23/05/1983,46,43,11
Ronald Reagan,13/05/1983,16/05/1983,43,45,12
Ronald Reagan,29/04/1983,02/05/1983,43,46,11
Ronald Reagan,15/04/1983,18/04/1983,41,49,10
